User_ID,User_Name,Gender,City,Movie,Genre,Actor,Director,OTT_Platform,Movie_Rating,Watch_Time_Minutes,Wishlist_Movies,Watch_History,Recommended_Movie,Watch_Date
289,Anika Mehta,Female,Bangalore,RRR,Drama,Yash,Sukumar,ZEE5,3,201,RRR,"Pushpa, Interstellar, RRR, KGF, Joker",Avengers,2024-05-15
290,Sai Singh,Male,Pune,Inception,Sci-Fi,Robert Downey Jr.,Sukumar,Amazon Prime,1,164,Pushpa,"Interstellar, Inception, The Batman, Avengers",The Batman,2024-03-29
291,Aadhya Patel,Female,Hyderabad,Avengers,Action,Ram Charan,Atlee,Netflix,1,144,Interstellar,"Inception, Pushpa, Titanic",Pushpa,2024-09-24
292,Ishaan Nair,Male,Hyderabad,The Batman,Action,Jr NTR,James Cameron,Netflix,3,128,"The Batman, RRR","Titanic, Pushpa",Inception,2024-08-30
293,Diya Reddy,Female,Hyderabad,Interstellar,Sci-Fi,Christian Bale,Todd Phillips,ZEE5,3,115,"Inception, Titanic","RRR, Avengers",Avatar,2024-08-10
294,Riya Mehta,Female,Delhi,Avatar,Action,Yash,James Cameron,SonyLIV,4,73,Avengers,"Pushpa, Titanic, Inception, Avatar, Interstellar",Pushpa,2024-09-09
295,Vivaan Joshi,Female,Mumbai,Avatar,Action,Shah Rukh Khan,Sandeep Reddy Vanga,SonyLIV,4,69,"Joker, Pushpa, KGF","KGF, Pushpa",RRR,2024-07-20
296,Vivaan Das,Female,Delhi,Pushpa,Action,Jr NTR,Prashanth Neel,Disney+ Hotstar,4,55,"Joker, Inception","Interstellar, RRR, Avengers",Pushpa,2024-09-30
297,Ira Agarwal,Male,Chennai,KGF,Action,Leonardo DiCaprio,Matt Reeves,Amazon Prime,4,178,"Interstellar, Joker, RRR","KGF, Joker, Interstellar",Titanic,2024-03-15
298,Reyansh Singh,Male,Mumbai,Avatar,Action,Allu Arjun,Russo Brothers,ZEE5,5,131,KGF,"Inception, Joker, Pushpa, RRR, KGF",Avatar,2024-02-16
299,Arjun Gupta,Female,Hyderabad,The Batman,Action,Yash,Christopher Nolan,SonyLIV,5,187,"Titanic, KGF, Avatar","Interstellar, Avatar, Pushpa",RRR,2024-12-21
300,Aanya Reddy,Female,Delhi,Interstellar,Sci-Fi,Shah Rukh Khan,Russo Brothers,SonyLIV,5,139,Inception,"Pushpa, Titanic, KGF, The Batman, RRR",The Batman,2024-12-11
301,Myra Choudhary,Female,Pune,Inception,Sci-Fi,Ram Charan,Todd Phillips,SonyLIV,3,45,Pushpa,"RRR, Titanic, Pushpa, KGF, Interstellar",Avengers,2024-04-14
302,Shaurya Gupta,Male,Mumbai,KGF,Action,Christian Bale,James Cameron,Disney+ Hotstar,5,187,"Pushpa, Joker","Joker, Avengers",RRR,2024-03-08
303,Vivaan Choudhary,Female,Mumbai,Interstellar,Sci-Fi,Robert Downey Jr.,S. S. Rajamouli,ZEE5,5,203,"Avatar, Interstellar","Avatar, KGF, Inception, Joker, Titanic",Interstellar,2024-10-11
304,Vihaan Choudhary,Female,Mumbai,KGF,Action,Robert Downey Jr.,Matt Reeves,Disney+ Hotstar,5,61,"Avatar, Joker, KGF","Pushpa, The Batman, Titanic",Interstellar,2024-01-27
305,Aditya Choudhary,Male,Pune,The Batman,Action,Joaquin Phoenix,S. S. Rajamouli,SonyLIV,1,175,Inception,"Titanic, KGF, The Batman, Pushpa, RRR",RRR,2024-01-05
306,Riya Sharma,Female,Chennai,The Batman,Action,Yash,Sukumar,Netflix,1,184,"Interstellar, Titanic, RRR","Pushpa, The Batman, Avatar, Joker",Inception,2024-07-15
307,Pooja Mehta,Male,Chennai,Avengers,Action,Shah Rukh Khan,James Cameron,Disney+ Hotstar,2,128,"RRR, Avatar, The Batman","Avatar, The Batman",Avengers,2024-11-05
308,Aditya Sharma,Male,Mumbai,Avatar,Action,Shah Rukh Khan,S. S. Rajamouli,SonyLIV,1,143,"The Batman, Avengers, Joker","Joker, KGF, Inception, Avatar, Pushpa",Avengers,2024-02-12
309,Aarav Agarwal,Male,Hyderabad,The Batman,Action,Ram Charan,James Cameron,Amazon Prime,2,47,"Avengers, Joker","KGF, RRR, Avatar, Titanic",Joker,2024-04-23
310,Riya Gupta,Female,Hyderabad,Avatar,Action,Ram Charan,Sukumar,Disney+ Hotstar,1,221,Avatar,"The Batman, Pushpa",Interstellar,2024-11-12
311,Ananya Malhotra,Female,Pune,Avatar,Action,Christian Bale,James Cameron,SonyLIV,1,168,"Avengers, Titanic, Pushpa","Avengers, Interstellar, Inception, Pushpa, Titanic",Inception,2024-01-16
312,Ananya Reddy,Female,Delhi,Avatar,Action,Shah Rukh Khan,Matt Reeves,Disney+ Hotstar,3,51,"Joker, RRR, Pushpa","Pushpa, Interstellar, Joker",KGF,2024-07-04
313,Krishna Reddy,Female,Delhi,Interstellar,Sci-Fi,Jr NTR,Matt Reeves,Amazon Prime,1,74,"The Batman, Avengers","Avengers, Avatar, Titanic",The Batman,2024-07-10
314,Shaurya Yadav,Male,Mumbai,The Batman,Action,Allu Arjun,Todd Phillips,Amazon Prime,5,219,"Avatar, Joker, KGF","KGF, Titanic, Avengers, Avatar, Pushpa",Inception,2024-10-22
315,Riya Gupta,Female,Delhi,Pushpa,Action,Leonardo DiCaprio,James Cameron,ZEE5,4,62,Avatar,"KGF, Interstellar, Avatar, Titanic, Joker",Avatar,2024-11-15
316,Krishna Agarwal,Female,Mumbai,Titanic,Romance,Christian Bale,Prashanth Neel,Amazon Prime,1,153,"RRR, Pushpa","Pushpa, KGF",Interstellar,2024-01-30
317,Arjun Das,Female,Delhi,Joker,Drama,Yash,Christopher Nolan,SonyLIV,1,167,Pushpa,"Joker, Avengers, Interstellar, KGF, RRR",KGF,2024-11-12
318,Sara Iyer,Female,Mumbai,Avengers,Action,Ram Charan,Christopher Nolan,ZEE5,5,132,"RRR, Joker","Joker, Titanic, Avatar",Titanic,2024-08-19
319,Riya Mehta,Male,Chennai,Titanic,Romance,Leonardo DiCaprio,Russo Brothers,Netflix,4,55,"Avatar, Titanic, KGF","RRR, Pushpa, KGF",Interstellar,2024-03-10
320,Diya Reddy,Female,Hyderabad,Avengers,Action,Yash,Christopher Nolan,Amazon Prime,1,158,Avengers,"Pushpa, KGF",Avengers,2024-11-02
321,Vivaan Choudhary,Male,Pune,Joker,Drama,Yash,S. S. Rajamouli,Netflix,1,51,"Interstellar, Titanic","KGF, Interstellar, Inception, Avatar, Avengers",Titanic,2024-03-18
322,Myra Das,Male,Hyderabad,Avatar,Action,Robert Downey Jr.,Russo Brothers,SonyLIV,3,213,KGF,"RRR, Joker",Interstellar,2024-08-20
323,Arjun Patel,Female,Chennai,Pushpa,Action,Robert Downey Jr.,Matt Reeves,Netflix,1,85,Joker,"Pushpa, RRR, Avatar",Interstellar,2024-08-17
324,Shaurya Bansal,Female,Delhi,Joker,Drama,Prabhas,Russo Brothers,ZEE5,2,170,"Joker, Interstellar, The Batman","Pushpa, Joker",Pushpa,2024-12-12
325,Aditya Malhotra,Female,Chennai,Titanic,Romance,Jr NTR,Christopher Nolan,Amazon Prime,5,89,Interstellar,"RRR, Avatar, Titanic",Interstellar,2024-06-13
326,Ishaan Kapoor,Male,Chennai,Titanic,Romance,Joaquin Phoenix,Prashanth Neel,Netflix,3,196,KGF,"Interstellar, Inception, Joker, Titanic, Pushpa",Avengers,2024-08-19
327,Ananya Gupta,Male,Mumbai,RRR,Drama,Prabhas,Christopher Nolan,Netflix,1,105,"Avengers, The Batman","Avengers, Inception",Joker,2024-07-19
328,Reyansh Das,Male,Bangalore,KGF,Action,Yash,Christopher Nolan,Netflix,4,225,"KGF, Avatar","Joker, Avatar, Titanic",The Batman,2024-03-12
329,Aditya Shetty,Female,Mumbai,KGF,Action,Robert Downey Jr.,Russo Brothers,SonyLIV,4,168,"RRR, Titanic, KGF","Pushpa, RRR, KGF",The Batman,2024-12-14
330,Aarav Nair,Male,Pune,KGF,Action,Joaquin Phoenix,Matt Reeves,Netflix,3,217,"Inception, Avengers","The Batman, Joker, Interstellar",Inception,2024-09-05
331,Riya Agarwal,Male,Bangalore,Interstellar,Sci-Fi,Shah Rukh Khan,Sukumar,Amazon Prime,4,133,"Pushpa, RRR","The Batman, KGF, Inception",RRR,2024-08-14
332,Ananya Choudhary,Female,Pune,Pushpa,Action,Shah Rukh Khan,Prashanth Neel,Netflix,2,39,Avatar,"Avatar, KGF, Pushpa, Joker, Titanic",Joker,2024-05-16
333,Sara Iyer,Male,Bangalore,Inception,Sci-Fi,Ram Charan,Russo Brothers,ZEE5,2,42,"RRR, Interstellar, KGF","Interstellar, Avatar",Avengers,2024-11-18
334,Vihaan Shetty,Female,Delhi,Avatar,Action,Prabhas,S. S. Rajamouli,SonyLIV,3,41,Pushpa,"Titanic, RRR, KGF, Joker, Avengers",KGF,2024-04-15
335,Pooja Gupta,Female,Chennai,Interstellar,Sci-Fi,Christian Bale,Matt Reeves,Netflix,3,227,"KGF, Avatar, Interstellar","RRR, Joker, Avatar, Interstellar, Avengers",Pushpa,2024-10-20
336,Diya Singh,Female,Bangalore,Avatar,Action,Prabhas,Christopher Nolan,Disney+ Hotstar,4,206,Pushpa,"KGF, Titanic",Avengers,2024-09-28
337,Shaurya Shetty,Male,Delhi,Interstellar,Sci-Fi,Allu Arjun,Sukumar,Disney+ Hotstar,5,82,"Joker, Avengers, Avatar","Titanic, Interstellar",Avengers,2024-10-25
338,Ananya Nair,Male,Pune,RRR,Drama,Prabhas,Atlee,ZEE5,1,203,Avatar,"Avengers, Joker, Titanic, The Batman, Interstellar",KGF,2024-06-24
339,Aadhya Nair,Female,Bangalore,RRR,Drama,Joaquin Phoenix,Christopher Nolan,SonyLIV,3,66,Avatar,"KGF, Inception",Interstellar,2024-05-06
340,Myra Reddy,Male,Delhi,Avatar,Action,Shah Rukh Khan,Sukumar,SonyLIV,4,236,"KGF, RRR, Avengers","Pushpa, Inception, Avatar",Titanic,2024-10-16
341,Ishaan Agarwal,Male,Bangalore,Interstellar,Sci-Fi,Leonardo DiCaprio,Sukumar,Disney+ Hotstar,4,55,"KGF, Joker","KGF, Inception, Titanic, Interstellar, RRR",Interstellar,2024-09-07
342,Krishna Kapoor,Male,Mumbai,Avatar,Action,Robert Downey Jr.,Sukumar,Disney+ Hotstar,5,60,"Avatar, Titanic","Avatar, The Batman",The Batman,2024-02-07
343,Diya Mehta,Female,Chennai,Titanic,Romance,Jr NTR,Atlee,ZEE5,1,45,RRR,"Pushpa, Avatar, Joker",Interstellar,2024-05-12
344,Ira Iyer,Male,Delhi,Pushpa,Action,Prabhas,Sukumar,ZEE5,3,190,Titanic,"Inception, Pushpa, KGF, Interstellar, RRR",Joker,2024-02-29
345,Vihaan Yadav,Male,Hyderabad,Inception,Sci-Fi,Leonardo DiCaprio,Russo Brothers,Disney+ Hotstar,1,116,Pushpa,"Interstellar, Avengers, Titanic, The Batman, Pushpa",KGF,2024-12-25
346,Ishaan Bansal,Female,Delhi,Avatar,Action,Joaquin Phoenix,Prashanth Neel,SonyLIV,3,98,The Batman,"Interstellar, Inception, Pushpa, Joker, The Batman",KGF,2024-11-20
347,Aditya Iyer,Female,Bangalore,KGF,Action,Joaquin Phoenix,Todd Phillips,ZEE5,1,46,"Pushpa, Interstellar, Titanic","Inception, KGF, RRR",Interstellar,2024-11-11
348,Diya Shetty,Female,Delhi,Pushpa,Action,Robert Downey Jr.,Sandeep Reddy Vanga,ZEE5,1,224,"Inception, KGF, The Batman","The Batman, Pushpa, KGF",Titanic,2024-04-19
349,Myra Joshi,Male,Chennai,Avengers,Action,Yash,Todd Phillips,ZEE5,1,75,Avatar,"Pushpa, Avatar, Joker, RRR, Titanic",Pushpa,2024-05-21
350,Vihaan Sharma,Male,Pune,Pushpa,Action,Allu Arjun,Prashanth Neel,SonyLIV,5,79,Joker,"Titanic, The Batman, Inception, Pushpa, RRR",Inception,2024-07-03
351,Ishaan Malhotra,Female,Pune,Joker,Drama,Jr NTR,James Cameron,Disney+ Hotstar,3,158,"RRR, Pushpa, Inception","Interstellar, KGF, The Batman, Joker",Avatar,2024-01-19
352,Krishna Choudhary,Female,Chennai,Avengers,Action,Ram Charan,Prashanth Neel,ZEE5,1,184,"KGF, Pushpa","Avengers, Interstellar, Pushpa",RRR,2024-05-05
353,Reyansh Shetty,Male,Pune,Titanic,Romance,Jr NTR,Christopher Nolan,Amazon Prime,3,176,"RRR, The Batman, Inception","Titanic, Joker, The Batman, Pushpa",The Batman,2024-07-31
354,Shaurya Reddy,Male,Bangalore,Avatar,Action,Joaquin Phoenix,Russo Brothers,Disney+ Hotstar,1,147,"Joker, RRR, Avatar","KGF, The Batman, RRR, Inception",Inception,2024-12-20
355,Vihaan Patel,Male,Delhi,Interstellar,Sci-Fi,Christian Bale,Matt Reeves,ZEE5,3,129,"Avatar, Inception, The Batman","Joker, KGF",Titanic,2024-02-21
356,Arjun Agarwal,Male,Bangalore,Inception,Sci-Fi,Christian Bale,Todd Phillips,Disney+ Hotstar,3,116,Avengers,"Titanic, Joker",Pushpa,2024-11-12
357,Myra Yadav,Female,Bangalore,Interstellar,Sci-Fi,Joaquin Phoenix,Todd Phillips,ZEE5,4,84,"KGF, Avatar, RRR","Titanic, The Batman",RRR,2024-05-23
358,Pooja Agarwal,Male,Mumbai,Titanic,Romance,Robert Downey Jr.,Russo Brothers,Netflix,2,39,"Titanic, Pushpa, Avengers","Titanic, The Batman, Pushpa, Avengers, Avatar",Inception,2024-03-20
359,Aadhya Bansal,Male,Chennai,The Batman,Action,Ram Charan,Sukumar,SonyLIV,4,145,"RRR, Titanic, Joker","Pushpa, Inception, Avengers",Joker,2024-11-25
360,Krishna Verma,Male,Pune,RRR,Drama,Leonardo DiCaprio,Prashanth Neel,Amazon Prime,3,89,"Titanic, Interstellar, Avengers","RRR, Avengers",Titanic,2024-02-22
361,Aadhya Mehta,Female,Pune,Inception,Sci-Fi,Allu Arjun,Matt Reeves,ZEE5,2,116,Pushpa,"Avatar, Joker, Avengers, KGF, The Batman",Pushpa,2024-10-10
362,Aanya Singh,Male,Hyderabad,Interstellar,Sci-Fi,Robert Downey Jr.,Sandeep Reddy Vanga,Disney+ Hotstar,5,148,Titanic,"Joker, Avengers",Avengers,2024-02-25
363,Shaurya Agarwal,Female,Hyderabad,Inception,Sci-Fi,Prabhas,Prashanth Neel,Amazon Prime,3,219,Inception,"Interstellar, KGF, Avatar, Titanic",Inception,2024-12-19
364,Pooja Iyer,Female,Bangalore,Pushpa,Action,Shah Rukh Khan,Prashanth Neel,ZEE5,1,66,"Joker, The Batman, Interstellar","Avengers, RRR, Inception, The Batman, Joker",The Batman,2024-08-12
365,Krishna Malhotra,Male,Bangalore,Inception,Sci-Fi,Christian Bale,Prashanth Neel,ZEE5,3,39,"The Batman, Inception","The Batman, Interstellar, Joker, Avengers",Pushpa,2024-10-29
366,Aadhya Yadav,Male,Bangalore,The Batman,Action,Allu Arjun,Todd Phillips,Netflix,4,227,"KGF, RRR, Joker","Pushpa, KGF, Avengers, The Batman, Inception",Inception,2024-12-24
367,Myra Agarwal,Male,Chennai,Joker,Drama,Christian Bale,Matt Reeves,ZEE5,4,160,Joker,"Avatar, Pushpa, KGF",The Batman,2024-10-28
368,Pooja Yadav,Male,Pune,Pushpa,Action,Leonardo DiCaprio,Todd Phillips,Disney+ Hotstar,2,188,"The Batman, Titanic","KGF, Titanic, Avatar, Joker",Avengers,2024-05-28
369,Vivaan Shetty,Female,Mumbai,Interstellar,Sci-Fi,Jr NTR,Todd Phillips,ZEE5,5,115,"Interstellar, KGF","Avatar, Pushpa",Inception,2024-03-17
370,Riya Kulkarni,Female,Delhi,Pushpa,Action,Christian Bale,Atlee,ZEE5,2,234,"KGF, The Batman, RRR","Pushpa, KGF, Avatar, The Batman, Interstellar",Titanic,2024-09-17
371,Shaurya Sharma,Female,Mumbai,The Batman,Action,Shah Rukh Khan,Sukumar,ZEE5,1,87,"RRR, Avatar, KGF","Joker, KGF, Titanic",Titanic,2024-05-15
372,Arjun Khan,Male,Mumbai,Inception,Sci-Fi,Leonardo DiCaprio,Prashanth Neel,Disney+ Hotstar,2,186,Interstellar,"RRR, Interstellar",The Batman,2024-10-24
373,Anika Agarwal,Male,Hyderabad,Joker,Drama,Allu Arjun,James Cameron,SonyLIV,2,123,Avatar,"Inception, Avatar",Interstellar,2024-01-17
374,Krishna Reddy,Female,Mumbai,Inception,Sci-Fi,Allu Arjun,Christopher Nolan,SonyLIV,2,103,"KGF, Pushpa, The Batman","Interstellar, Pushpa, Avatar",Interstellar,2024-12-10
375,Riya Das,Male,Delhi,Interstellar,Sci-Fi,Christian Bale,S. S. Rajamouli,Netflix,3,133,Joker,"Inception, Avengers, Avatar, Interstellar",Joker,2024-01-22
376,Diya Patel,Male,Hyderabad,RRR,Drama,Robert Downey Jr.,James Cameron,Disney+ Hotstar,3,231,"Avatar, Inception, Pushpa","Avengers, Avatar, Inception, The Batman, Titanic",Avatar,2024-06-06
377,Aadhya Patel,Female,Bangalore,The Batman,Action,Prabhas,Russo Brothers,Netflix,3,94,"The Batman, KGF, Interstellar","Avatar, Interstellar",Avengers,2024-08-10
378,Pooja Das,Male,Delhi,Avengers,Action,Allu Arjun,S. S. Rajamouli,Amazon Prime,1,99,Joker,"Joker, Titanic",RRR,2024-05-29
379,Aarav Nair,Male,Pune,Inception,Sci-Fi,Ram Charan,James Cameron,SonyLIV,4,60,"The Batman, KGF","Inception, Avatar",Avengers,2024-04-23
380,Krishna Shetty,Male,Pune,Joker,Drama,Jr NTR,Sandeep Reddy Vanga,Amazon Prime,2,215,Inception,"Interstellar, Avatar, KGF",Joker,2024-04-17
381,Reyansh Gupta,Male,Chennai,Avengers,Action,Shah Rukh Khan,Matt Reeves,Amazon Prime,4,214,"Interstellar, The Batman, Avatar","Joker, Inception, Avengers, Interstellar",Joker,2024-12-10
382,Pooja Iyer,Female,Pune,Interstellar,Sci-Fi,Christian Bale,Christopher Nolan,ZEE5,5,211,KGF,"Joker, Avengers, The Batman, RRR",Avatar,2024-06-05
383,Krishna Joshi,Male,Delhi,Pushpa,Action,Robert Downey Jr.,Todd Phillips,SonyLIV,5,176,"KGF, The Batman","Avengers, The Batman",KGF,2024-10-16
384,Diya Yadav,Male,Bangalore,Avatar,Action,Joaquin Phoenix,Prashanth Neel,Amazon Prime,3,96,"Titanic, Inception, Avatar","RRR, Inception, Titanic, Avatar, Joker",Avengers,2024-04-04
385,Reyansh Choudhary,Male,Pune,The Batman,Action,Allu Arjun,Russo Brothers,Disney+ Hotstar,1,69,Avatar,"Avengers, Interstellar, The Batman, RRR, Avatar",Avengers,2024-12-01
386,Aarav Bansal,Female,Chennai,Pushpa,Action,Leonardo DiCaprio,Sukumar,Amazon Prime,5,236,Avengers,"Avengers, Titanic, Interstellar",RRR,2024-05-22
387,Ira Reddy,Female,Delhi,Titanic,Romance,Ram Charan,Prashanth Neel,ZEE5,2,69,"The Batman, Avatar","Avatar, The Batman",Avengers,2024-06-21
388,Arjun Khan,Female,Bangalore,Avengers,Action,Leonardo DiCaprio,Sukumar,Netflix,2,92,"Titanic, Avatar, The Batman","The Batman, RRR, Avatar, Pushpa, KGF",RRR,2024-06-16
389,Aadhya Joshi,Male,Mumbai,The Batman,Action,Prabhas,Christopher Nolan,Netflix,4,234,"Inception, Avatar, KGF","Avatar, RRR, Titanic, The Batman, Joker",Titanic,2024-07-27
390,Vihaan Das,Female,Mumbai,Joker,Drama,Christian Bale,Matt Reeves,SonyLIV,3,208,"Interstellar, Inception","Avengers, Joker, The Batman, Titanic",Pushpa,2024-12-16
391,Sai Reddy,Male,Pune,Avatar,Action,Prabhas,Todd Phillips,Disney+ Hotstar,2,221,"KGF, Inception, The Batman","Inception, KGF, RRR, Interstellar",The Batman,2024-01-06
392,Reyansh Yadav,Female,Mumbai,Pushpa,Action,Robert Downey Jr.,S. S. Rajamouli,Amazon Prime,4,103,KGF,"Joker, Avengers, Pushpa, RRR",The Batman,2024-12-29
393,Vihaan Choudhary,Female,Delhi,RRR,Drama,Shah Rukh Khan,Christopher Nolan,SonyLIV,3,143,"Inception, Interstellar","Titanic, Inception, Avengers, RRR",Avengers,2024-07-11
394,Reyansh Iyer,Male,Chennai,The Batman,Action,Allu Arjun,Sandeep Reddy Vanga,Netflix,1,193,"RRR, Avatar","RRR, Inception, Interstellar",Interstellar,2024-05-21
395,Aarav Verma,Male,Delhi,Inception,Sci-Fi,Jr NTR,Prashanth Neel,Amazon Prime,3,99,Joker,"Titanic, The Batman, Avatar, Interstellar",Joker,2024-08-16
396,Anika Khan,Male,Chennai,Joker,Drama,Shah Rukh Khan,Sandeep Reddy Vanga,SonyLIV,1,215,"Avatar, Interstellar","KGF, Joker",Inception,2024-11-13
397,Sai Nair,Male,Bangalore,Avatar,Action,Prabhas,Christopher Nolan,Amazon Prime,1,38,KGF,"Pushpa, RRR, The Batman, Inception, Titanic",Inception,2024-05-15
398,Ananya Reddy,Male,Chennai,Joker,Drama,Ram Charan,Sandeep Reddy Vanga,SonyLIV,1,227,The Batman,"The Batman, Pushpa, KGF, Titanic, Avengers",The Batman,2024-03-20
399,Vihaan Agarwal,Male,Pune,Titanic,Romance,Leonardo DiCaprio,Todd Phillips,Netflix,5,121,"Interstellar, Inception, Joker","KGF, Titanic, Joker, The Batman",KGF,2024-07-24
400,Vihaan Khan,Female,Chennai,RRR,Drama,Prabhas,Sukumar,Amazon Prime,4,71,"RRR, The Batman","Interstellar, Titanic, The Batman, Avengers, KGF",Pushpa,2024-08-10
401,Aadhya Mehta,Female,Pune,Titanic,Romance,Yash,Russo Brothers,Disney+ Hotstar,5,195,"KGF, Inception","Interstellar, Inception, Avengers, Pushpa, Joker",The Batman,2024-02-06
402,Ira Yadav,Male,Pune,Titanic,Romance,Ram Charan,Christopher Nolan,Amazon Prime,2,223,KGF,"Inception, Titanic, Avatar, Pushpa, Joker",Joker,2024-10-16
403,Anika Choudhary,Male,Hyderabad,Titanic,Romance,Robert Downey Jr.,Prashanth Neel,Amazon Prime,1,82,"Pushpa, The Batman, Inception","Pushpa, Avengers",KGF,2024-07-20
404,Riya Nair,Female,Chennai,KGF,Action,Joaquin Phoenix,James Cameron,SonyLIV,3,45,"Joker, Pushpa, Avatar","The Batman, Inception",Avengers,2024-06-25
405,Vihaan Mehta,Male,Chennai,Pushpa,Action,Prabhas,Prashanth Neel,Amazon Prime,5,141,Inception,"Joker, Pushpa",Titanic,2024-07-12
406,Riya Nair,Female,Chennai,Interstellar,Sci-Fi,Joaquin Phoenix,Atlee,SonyLIV,1,129,"Pushpa, Titanic","Avengers, Interstellar, Joker, KGF",Titanic,2024-01-03
407,Reyansh Agarwal,Female,Pune,Inception,Sci-Fi,Leonardo DiCaprio,Sukumar,Amazon Prime,3,49,Inception,"Titanic, Interstellar, KGF, Avengers",KGF,2024-01-11
408,Diya Joshi,Female,Bangalore,Avatar,Action,Christian Bale,Atlee,Amazon Prime,4,228,"Avengers, RRR","Avengers, Titanic, Interstellar",Avatar,2024-01-14
409,Reyansh Kapoor,Female,Mumbai,Inception,Sci-Fi,Christian Bale,Prashanth Neel,ZEE5,3,225,"The Batman, Titanic, KGF","Avengers, Interstellar, The Batman",RRR,2024-06-30
410,Reyansh Gupta,Female,Pune,Inception,Sci-Fi,Leonardo DiCaprio,James Cameron,SonyLIV,1,161,"Titanic, Avatar, Joker","The Batman, KGF, Titanic",Pushpa,2024-12-30
411,Ishaan Singh,Male,Pune,KGF,Action,Shah Rukh Khan,Prashanth Neel,Netflix,3,170,"Avengers, The Batman","Titanic, Inception, The Batman, RRR",Joker,2024-12-01
412,Vivaan Gupta,Female,Pune,RRR,Drama,Prabhas,Atlee,ZEE5,5,137,"Avatar, KGF, Inception","Joker, Inception, The Batman, Titanic, Avatar",Titanic,2024-09-07
413,Pooja Kapoor,Male,Delhi,KGF,Action,Prabhas,Todd Phillips,SonyLIV,3,157,"The Batman, Avatar, Interstellar","Interstellar, Avengers, Pushpa",The Batman,2024-01-10
414,Riya Joshi,Male,Chennai,RRR,Drama,Robert Downey Jr.,Russo Brothers,Netflix,3,63,"Avatar, RRR, Titanic","Interstellar, Avengers, Joker",Avatar,2024-04-03
415,Sai Mehta,Female,Pune,KGF,Action,Shah Rukh Khan,S. S. Rajamouli,ZEE5,2,59,"Avengers, Joker","Pushpa, KGF",RRR,2024-01-20
416,Vihaan Iyer,Male,Chennai,KGF,Action,Shah Rukh Khan,S. S. Rajamouli,Netflix,1,80,Pushpa,"Avatar, Avengers, The Batman, KGF",Pushpa,2024-12-28
417,Anika Sharma,Female,Bangalore,Titanic,Romance,Prabhas,Prashanth Neel,Netflix,5,90,"Joker, KGF, RRR","KGF, The Batman, Titanic, Inception, Pushpa",Joker,2024-08-18
418,Riya Agarwal,Female,Mumbai,Pushpa,Action,Jr NTR,Matt Reeves,SonyLIV,5,112,"Interstellar, The Batman","Joker, Pushpa, RRR, Inception, Titanic",Avengers,2024-07-03
419,Diya Sharma,Female,Chennai,KGF,Action,Leonardo DiCaprio,Sandeep Reddy Vanga,Amazon Prime,1,165,"Inception, Joker","Avengers, Avatar, KGF, The Batman",Avatar,2024-08-12
420,Riya Joshi,Female,Mumbai,KGF,Action,Joaquin Phoenix,James Cameron,SonyLIV,5,191,Titanic,"Inception, Avengers, The Batman, KGF",Joker,2024-06-12
421,Ananya Nair,Female,Mumbai,KGF,Action,Robert Downey Jr.,Atlee,SonyLIV,4,211,"Titanic, Interstellar, Avatar","Avatar, KGF, Joker, Interstellar",KGF,2024-08-08
422,Aadhya Sharma,Male,Hyderabad,KGF,Action,Ram Charan,S. S. Rajamouli,SonyLIV,5,182,Pushpa,"RRR, The Batman",Interstellar,2024-12-04
423,Riya Iyer,Female,Mumbai,KGF,Action,Leonardo DiCaprio,Russo Brothers,Disney+ Hotstar,2,112,"Avatar, Titanic, Pushpa","RRR, Titanic, Avatar, Pushpa, KGF",Inception,2024-03-14
424,Sai Patel,Female,Chennai,RRR,Drama,Leonardo DiCaprio,Russo Brothers,Amazon Prime,2,71,Interstellar,"Pushpa, RRR, KGF, Inception, Interstellar",The Batman,2024-10-08
425,Aanya Yadav,Male,Delhi,Interstellar,Sci-Fi,Christian Bale,Todd Phillips,Netflix,1,102,"The Batman, Pushpa, KGF","Inception, Joker, Titanic, KGF",Pushpa,2024-04-10
426,Ananya Mehta,Female,Pune,RRR,Drama,Ram Charan,Prashanth Neel,Disney+ Hotstar,4,35,Inception,"Joker, Avatar, Interstellar",RRR,2024-05-11
427,Sara Verma,Male,Hyderabad,Pushpa,Action,Allu Arjun,Todd Phillips,Netflix,3,202,Titanic,"Avengers, Pushpa, Titanic, Inception, KGF",Interstellar,2024-06-03
428,Aadhya Gupta,Female,Bangalore,Interstellar,Sci-Fi,Allu Arjun,Russo Brothers,Netflix,4,208,Pushpa,"Joker, RRR, KGF",Pushpa,2024-06-01
429,Aanya Mehta,Female,Delhi,Titanic,Romance,Prabhas,S. S. Rajamouli,ZEE5,2,124,"Pushpa, Interstellar","KGF, Pushpa, Inception",Titanic,2024-03-25
430,Aanya Sharma,Female,Chennai,Avatar,Action,Allu Arjun,James Cameron,ZEE5,1,163,"Interstellar, Titanic, Pushpa","Avengers, Inception, Interstellar",Avatar,2024-11-22
431,Anika Joshi,Male,Bangalore,Titanic,Romance,Yash,Matt Reeves,SonyLIV,1,168,KGF,"Interstellar, Joker, The Batman",The Batman,2024-07-12
432,Diya Iyer,Male,Bangalore,The Batman,Action,Christian Bale,Sandeep Reddy Vanga,Netflix,4,168,"Joker, Avatar","Interstellar, KGF",Avengers,2024-08-07
